customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded
ID-000161,1,1,1,1,0.7361,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0.2246,0.2525,0
ID-000162,0,0,1,1,0.5694,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.0864,0.1286,0
ID-000163,1,1,0,0,0.6111,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0.6361,0.4228,0
ID-000164,0,0,1,1,0.4028,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,3,0.8976,0.3679,0
ID-000165,1,0,1,1,0.5556,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2,0.9263,0.521,1
ID-000166,1,0,1,0,0.9444,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,3,0.3584,0.4311,0
ID-000167,1,0,1,1,0.9028,1,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,0.049,0.1753,0
ID-000168,0,0,1,1,0.1389,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.5825,0.0898,0
ID-000169,1,1,1,0,0.6944,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,3,0.4962,0.3981,0
ID-000170,0,1,0,0,0.4861,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0.3831,0.2321,0
ID-000171,0,0,1,1,0.3889,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0.0293,0.069,0
ID-000172,0,0,0,1,0.5556,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,2,0.8064,0.4646,0
ID-000173,0,1,1,1,0.3889,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0.0199,0.0659,0
ID-000174,0,1,0,0,0.6389,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,3,0.9609,0.6179,0
ID-000175,0,0,1,1,0.3889,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0.6657,0.2788,1
ID-000176,0,0,0,1,0.875,0,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2,1,0,0.1406,0.2379,0
ID-000177,0,0,0,0,0.4444,1,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0.7872,0.3644,0
ID-000178,1,0,1,1,0.2778,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0.4514,0.1487,0
ID-000179,0,0,0,0,0.7639,1,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0.9427,0.727,0
ID-000180,0,0,1,0,0.8611,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.1536,0.2436,0
ID-000181,0,0,0,1,0.4583,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,3,0.0911,0.1054,0
ID-000182,0,1,1,0,0.1667,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,3,0.0857,0.0376,0
ID-000183,0,0,1,0,0.9167,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,1,1,0.8007,0.7621,0
ID-000184,0,0,1,0,0.1111,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0,3,0.087,0.0252,0
ID-000185,0,1,1,1,0.1806,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0.5629,0.1137,0
ID-000186,0,1,0,0,0.7083,0,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0.0388,0.1314,0
ID-000187,0,0,0,0,0.5278,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2,0.9745,0.5165,0
ID-000188,0,0,1,0,0.8889,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0.4035,0.4397,0
ID-000189,1,1,0,1,0.0417,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3,0.242,0.0149,0
ID-000190,1,1,1,0,0.3889,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0.6779,0.2828,0
ID-000191,0,0,0,0,0.6667,1,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2,0.8519,0.5832,0
ID-000192,0,0,0,1,0.5694,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0.8618,0.5029,0
ID-000193,0,1,1,1,0.7083,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0.3884,0.3413,0
ID-000194,0,0,0,0,0.9861,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0.7631,0.7884,0
ID-000195,1,1,1,0,0.125,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.4723,0.0691,0
ID-000196,1,0,1,0,0.3194,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0.7791,0.2597,0
ID-000197,1,1,1,1,0.7083,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,3,0.4291,0.3658,0
ID-000198,0,1,0,1,0.1806,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0.3837,0.0863,0
ID-000199,1,0,0,0,0.0278,1,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,0.2285,0.0096,0
ID-000200,1,1,0,0,0.0278,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0.0482,0.0054,1
ID-000201,1,0,0,0,0.2361,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.4189,0.1199,0
ID-000202,1,0,1,0,0.8472,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.3307,0.3668,0
ID-000203,1,0,1,1,0.1667,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0.8134,0.1404,0
ID-000204,0,1,0,1,0.1528,1,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0.3727,0.0716,0
ID-000205,1,1,0,0,0.1806,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,3,0.4161,0.0912,0
ID-000206,0,1,0,1,0.5556,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,1,1,0.0124,0.0906,0
ID-000207,0,0,0,1,0.875,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0.8697,0.7786,0
ID-000208,1,1,1,0,0.875,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0.4472,0.4653,0
ID-000209,1,1,1,0,0.0833,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,2,0.8168,0.0704,1
ID-000210,1,0,0,1,0.1806,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0.0458,0.0346,1
ID-000211,0,1,0,1,0.0694,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0.9269,0.0652,0
ID-000212,0,1,1,1,0.5694,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3,0.5043,0.3303,0
ID-000213,1,1,0,1,0.9722,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0.861,0.858,0
ID-000214,1,0,1,0,0.7361,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,2,0.6744,0.5332,0
ID-000215,0,1,1,0,0.5139,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0.2041,0.1673,0
ID-000216,0,0,0,1,0.0139,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0.7439,0.0109,0
ID-000217,1,0,1,1,0.6667,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,0.0406,0.1247,0
ID-000218,1,0,0,0,0.5278,1,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,2,0.4907,0.3001,0
ID-000219,1,1,1,0,0.5833,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0.3609,0.2675,0
ID-000220,0,0,1,1,0.5,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,2,0.0247,0.0868,0
ID-000221,0,0,0,1,0.3611,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,3,0.6705,0.2604,1
ID-000222,1,1,1,1,0.125,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0.5752,0.08,1
ID-000223,1,0,0,0,0.5139,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0.7871,0.4213,0
ID-000224,0,0,1,0,0.0139,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0.5537,0.0086,0
ID-000225,1,1,0,0,0.3333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0.1146,0.0833,0
ID-000226,0,0,0,1,0.5,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0.6197,0.339,1
ID-000227,0,1,1,1,0.7639,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.2768,0.2958,0
ID-000228,0,0,1,0,0.125,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.7276,0.0962,1
ID-000229,1,0,1,1,0.8194,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3,0.5013,0.4733,1
ID-000230,1,1,1,0,0.1111,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.2645,0.0419,1
ID-000231,1,0,0,0,0.4583,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0.5788,0.2948,0
ID-000232,1,0,1,0,0.2361,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.44,0.1241,1
ID-000233,1,0,1,1,0.8472,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0.2108,0.2807,0
ID-000234,1,1,1,0,0.0278,1,0,0,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,2,0.8788,0.0249,0
ID-000235,1,0,1,1,0.1111,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0.2299,0.0386,0
ID-000236,1,1,0,1,0.7639,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0.5222,0.4547,0
ID-000237,0,0,0,0,0.9583,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.4087,0.4783,1
ID-000238,0,0,1,0,0.4583,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2,0.8553,0.4023,0
ID-000239,0,0,1,1,0.6944,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0.736,0.5393,0
ID-000240,0,1,1,1,0.7639,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0.0881,0.1737,0
ID-000241,1,1,1,0,0.5,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0.1948,0.1589,1
ID-000242,1,1,0,0,0.3472,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0.5179,0.2054,0
ID-000243,1,1,0,0,0.9861,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0.0724,0.2111,0
ID-000244,0,1,1,1,0.1111,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0.3828,0.053,1
ID-000245,1,0,1,0,0.3194,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,0.9474,0.3053,0
ID-000246,0,1,0,1,0.875,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0.614,0.589,0
ID-000247,0,1,0,1,0.9306,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0.7995,0.7727,0
ID-000248,1,1,0,0,0.5694,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.3617,0.2615,0
ID-000249,0,1,1,1,0.4861,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,1,0.4508,0.26,0
ID-000250,1,1,0,0,0.2361,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,1,2,0.9959,0.2354,0
ID-000251,1,0,0,0,0.6389,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0.5606,0.4011,0
ID-000252,1,1,1,1,0.1389,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3,0.3812,0.0661,0
ID-000253,1,1,1,0,0.4722,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0.6056,0.3145,0
ID-000254,0,0,0,1,0.1111,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0.9371,0.1052,1
ID-000255,0,1,0,1,0.2222,1,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.5269,0.1332,0
ID-000256,0,0,1,0,1.0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,2,1,2,0.4351,0.5215,0
ID-000257,0,1,1,0,0.8333,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,3,0.5353,0.5053,0
ID-000258,0,1,0,1,0.6806,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0.8286,0.5819,0
ID-000259,1,0,0,0,0.8056,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,3,0.6179,0.5449,1
ID-000260,0,1,1,1,0.1528,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.1507,0.0428,0
ID-000261,1,1,1,0,0.3194,1,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,3,0.1923,0.1008,0
ID-000262,0,1,1,1,0.5417,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.9365,0.5127,1
ID-000263,1,1,1,1,0.2917,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,1,0,0.7946,0.241,0
ID-000264,0,1,0,1,0.0972,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,1,0.0598,0.0198,0
ID-000265,0,0,0,0,0.4444,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,0.899,0.4065,0
ID-000266,1,0,0,1,0.4583,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0.5418,0.2804,0
ID-000267,1,0,1,1,0.2639,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,3,0.6132,0.1774,0
ID-000268,0,0,1,0,0.6806,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2,1,2,0.6581,0.4835,0
ID-000269,1,0,0,1,0.0972,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0.8238,0.0827,1
ID-000270,1,1,1,1,0.3056,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0,3,0.5586,0.1913,0
ID-000271,1,1,0,0,0.7778,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0.9338,0.7344,0
ID-000272,0,1,1,0,0.0556,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0.9833,0.0548,1
ID-000273,1,1,0,0,0.2361,1,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,0.2651,0.0891,0
ID-000274,1,1,1,0,0.5278,1,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,3,0.0374,0.0973,0
ID-000275,1,1,1,0,1.0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0.1496,0.2795,0
ID-000276,1,0,0,0,0.8333,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,0.5716,0.531,0
ID-000277,0,1,0,1,0.4306,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,0.0716,0.0919,0
ID-000278,1,0,0,1,0.25,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0.4406,0.1315,1
ID-000279,1,1,0,1,0.0278,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0.332,0.0121,0
ID-000280,0,1,1,0,0.4722,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0.0531,0.0933,1
ID-000281,1,1,0,0,0.3194,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.199,0.1026,0
ID-000282,1,1,0,1,0.0972,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0.626,0.0664,0
ID-000283,1,0,0,1,0.5833,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0.4493,0.3112,0
ID-000284,0,1,1,1,0.2083,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.1842,0.0643,0
ID-000285,1,1,0,0,0.4722,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0.6058,0.3146,0
ID-000286,0,0,0,0,0.3333,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0.2264,0.1148,0
ID-000287,0,0,1,0,0.6667,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.7204,0.5089,0
ID-000288,1,1,1,1,0.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,2,0.4614,0.2719,0
ID-000289,1,0,0,0,0.8056,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0.5905,0.5262,0
ID-000290,1,0,0,0,0.2778,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0.3788,0.1316,1
ID-000291,1,1,0,1,0.2083,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.8988,0.1905,0
ID-000292,0,0,1,1,0.7778,1,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,0.0794,0.1711,1
ID-000293,1,1,1,0,0.1528,0,1,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0.049,0.0297,0
ID-000294,1,0,1,0,0.1111,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.2929,0.0445,0
ID-000295,1,1,0,1,0.625,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,3,0.9274,0.5867,0
ID-000296,0,0,1,0,0.3611,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,3,0.7998,0.3,0
ID-000297,1,1,0,1,0.5833,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0.3415,0.2579,0
ID-000298,0,1,1,1,0.0972,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0.8354,0.0837,0
ID-000299,1,0,0,0,0.2917,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0.5712,0.1857,0
ID-000300,0,0,0,1,0.6528,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.7851,0.5341,0
ID-000301,0,1,1,0,0.0556,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,0,0.4595,0.0301,1
ID-000302,1,0,1,0,0.9444,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.3192,0.3997,0
ID-000303,1,0,0,1,0.4306,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,0.1714,0.1283,0
ID-000304,0,1,1,0,0.7917,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2,0.6165,0.5346,1
ID-000305,0,1,1,0,0.4028,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0.9477,0.3851,1
ID-000306,0,1,1,1,0.2222,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0.5081,0.1296,0
ID-000307,0,0,1,0,0.7639,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0.7845,0.6246,0
ID-000308,1,0,1,1,0.7083,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0.0696,0.1499,1
ID-000309,1,1,1,0,0.7917,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,2,0.1958,0.2522,0
ID-000310,0,1,0,0,0.0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.7036,0.0,0
ID-000311,1,0,0,0,0.9861,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,0.3847,0.4721,0
ID-000312,0,0,1,0,0.75,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0.6234,0.5108,0
ID-000313,0,0,0,1,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0.4834,0.5625,0
ID-000314,0,1,0,0,0.125,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,2,0.6843,0.0916,0
ID-000315,1,0,0,0,0.5278,1,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,1,2,0.7272,0.4059,0
ID-000316,1,0,0,1,0.2222,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,2,0.616,0.15,0
ID-000317,0,0,1,0,0.25,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0.5957,0.1644,0
ID-000318,0,1,1,0,0.5278,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0.4764,0.2937,0
ID-000319,0,1,0,0,0.0694,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,2,0.0974,0.0163,0
ID-000320,1,0,0,0,0.5972,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0.6779,0.4344,1
ID-000321,1,0,1,1,0.0417,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0.6196,0.0282,1
ID-000322,1,0,0,0,0.8056,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0.923,0.7532,0
ID-000323,1,0,0,0,0.1111,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,3,0.4918,0.0633,1
ID-000324,0,0,0,1,0.4444,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3,0.7774,0.3607,1
